Aluminum.Band,BirdSex,Age,Recapture,Mass,Tail,Wing.LEFT,Wing.RIGHT,Tarsus1,Tarsus2,Bill.Depth,Bill.Width,Bill.Length_culmen,Bill.Length_nares,Date.Banded_date,Year,OrdinalDay
2070-93045,U,U,No,7.9,NA,NA,NA,17.21,17.39,NA,NA,NA,NA,1997-05-01,1997,121
2070-93046,U,U,No,8,NA,NA,NA,17.46,17.55,NA,NA,NA,NA,1997-05-01,1997,121
2070-93068,U,U,No,7.1,NA,NA,NA,15.3,15.7,NA,NA,NA,NA,1997-05-01,1997,121
2070-93069,U,U,No,5,NA,NA,NA,14,13.6,NA,NA,NA,NA,1997-05-01,1997,121
2070-93070,U,U,No,8,NA,NA,NA,16.1,16.6,NA,NA,NA,NA,1997-05-01,1997,121
2070-93071,U,U,No,7.2,NA,NA,NA,15.3,15.6,NA,NA,NA,NA,1997-05-01,1997,121
2070-93078,M,U,No,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-08-09,1997,221
2070-93093,F,U,No,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-08-11,1997,223
2070-93096,F,U,No,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-08-14,1997,226
2070-93304,F,U,No,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-13,1997,194
2070-93305,M,U,No,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-01,1997,182
2070-93309,F,U,No,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-01,1997,182
2070-93310,F,U,No,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-01,1997,182
2070-93311,F,U,No,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-01,1997,182
2070-93315,F,U,No,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-01,1997,182
2070-93319,F,U,No,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-01-01,1997,1
2070-93320,F,U,No,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-02,1997,183
2070-93321,M,U,No,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-04,1997,185
2070-93322,M,U,No,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-04,1997,185
2070-93323,F,U,No,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-04,1997,185
2070-93328,F,U,No,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-04,1997,185
2070-93336,F,U,No,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-05,1997,186
2070-93337,M,U,No,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-07,1997,188
2070-93338,M,U,No,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-07,1997,188
2070-93339,F,U,No,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-08,1997,189
2070-93344,M,U,No,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-10,1997,191
2070-93345,M,U,No,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-11,1997,192
2070-93346,M,U,No,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-12,1997,193
2070-93347,M,U,No,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-12,1997,193
2070-93348,M,U,No,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-05-01,1997,121
2070-93349,M,U,No,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-12,1997,193
2070-93350,M,U,No,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-14,1997,195
2070-93351,M,U,No,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-14,1997,195
2070-93352,F,U,No,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-14,1997,195
2070-93361,F,U,No,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-31,1997,212
2070-93365,F,U,No,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-21,1997,202
2070-93366,M,U,No,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-07-21,1997,202
2070-93374,F,U,No,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-08-02,1997,214
2070-93378,M,U,No,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-08-09,1997,221
2070-93379,F,U,No,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-08-06,1997,218
2070-93390,F,U,No,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-08-04,1997,216
2070-93393,F,U,No,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-08-05,1997,217
2070-93401,U,U,No,6.2,NA,NA,NA,16.15,16.49,NA,NA,NA,NA,1997-05-01,1997,121
2070-93402,U,U,No,6.3,NA,NA,NA,15.75,15.8,NA,NA,NA,NA,1997-05-01,1997,121
2070-93403,U,U,No,8.1,NA,NA,NA,17.03,17.1,NA,NA,NA,NA,1997-05-01,1997,121
2070-93404,U,U,No,8.1,NA,NA,NA,16.8,16.92,NA,NA,NA,NA,1997-05-01,1997,121
2070-93405,U,U,No,7.3,NA,NA,NA,16.58,16.87,NA,NA,NA,NA,1997-05-01,1997,121
2070-93406,U,U,No,6.6,NA,NA,NA,16.21,16.15,NA,NA,NA,NA,1997-05-01,1997,121
2070-93407,U,U,No,7.5,NA,NA,NA,16.87,17.18,NA,NA,NA,NA,1997-05-01,1997,121
2070-93408,U,U,No,7.7,NA,NA,NA,17.62,17.05,NA,NA,NA,NA,1997-05-01,1997,121
2070-93409,U,U,No,7.7,NA,NA,NA,16.64,16.95,NA,NA,NA,NA,1997-05-01,1997,121
2070-93410,U,U,No,8.7,NA,NA,NA,15.97,16.46,NA,NA,NA,NA,1997-05-01,1997,121
2070-93411,F,U,No,10.7,NA,59.33,58.69,19.16,19.89,NA,3.07,9.69,3.09,1997-05-01,1997,121
2070-93412,M,U,No,9.7,NA,63.3,62.31,18.49,18.46,NA,NA,NA,NA,1997-05-01,1997,121
2070-93413,F,U,No,9.5,NA,60.99,60.38,18.89,19.12,NA,3.12,10.42,3.07,1997-05-01,1997,121
2070-93414,M,U,No,10.5,NA,NA,NA,17.28,15.9,NA,3.64,10.08,2.91,1997-05-01,1997,121
2070-93415,F,U,No,10.1,NA,NA,NA,NA,20.2,NA,NA,NA,NA,1997-05-01,1997,121
2070-93416,F,U,No,10.2,NA,61.45,61.28,18.75,19.1,NA,NA,NA,NA,1997-05-01,1997,121
2070-93417,F,U,No,NA,NA,60.14,59.33,19.69,19.67,NA,NA,NA,NA,1997-05-01,1997,121
2070-93418,U,U,No,5.5,NA,NA,NA,13.13,13.48,NA,NA,NA,NA,1997-05-01,1997,121
2070-93419,U,U,No,4.7,NA,NA,NA,12.59,13.15,NA,NA,NA,NA,1997-05-01,1997,121
2070-93420,F,U,No,10.4,NA,61.8,61.42,19.86,20.1,NA,NA,NA,NA,1997-05-01,1997,121
2070-93421,F,U,No,9.8,NA,59.84,59.44,19.28,19.24,NA,NA,NA,NA,1997-05-01,1997,121
2070-93422,F,U,No,10.8,NA,61.6,61.22,19.43,19.77,NA,3.02,10.1,3.03,1997-05-01,1997,121
2070-93423,U,U,No,7.1,NA,NA,NA,16.27,16.94,NA,NA,NA,NA,1997-05-01,1997,121
2070-93424,U,U,No,7.4,NA,NA,NA,16.25,16.4,NA,NA,NA,NA,1997-05-01,1997,121
2070-93425,U,U,No,7.4,NA,NA,NA,16.57,16.64,NA,NA,NA,NA,1997-05-01,1997,121
2070-93426,U,U,No,7.1,NA,NA,NA,16.04,16.2,NA,NA,NA,NA,1997-05-01,1997,121
2070-93427,F,U,No,10.4,NA,59.37,58.43,18.48,18.67,NA,3.15,10.39,3,1997-05-01,1997,121
2070-93428,F,U,No,9.9,NA,59.24,59.07,18.98,19.5,NA,2.67,10.02,2.73,1997-05-01,1997,121
2070-93429,F,U,No,9.9,NA,60.9,60.7,18.79,19,NA,2.97,10.04,2.85,1997-05-01,1997,121
2070-93430,F,U,No,9.9,NA,58.89,58.53,19.34,19.45,NA,3.19,10.19,2.89,1997-05-01,1997,121
2070-93431,U,U,No,7,NA,NA,NA,15.57,15.17,NA,NA,NA,NA,1997-05-01,1997,121
2070-93432,U,U,No,6.2,NA,NA,NA,14.01,14.09,NA,NA,NA,NA,1997-05-01,1997,121
2070-93433,U,U,No,8.6,NA,NA,NA,17.21,17.47,NA,NA,NA,NA,1997-05-01,1997,121
2070-93434,U,U,No,7.4,NA,NA,NA,16.48,16.42,NA,NA,NA,NA,1997-05-01,1997,121
2070-93435,U,U,No,8,NA,NA,NA,16.92,16.91,NA,NA,NA,NA,1997-05-01,1997,121
2070-93436,U,U,No,7.2,NA,NA,NA,16.9,17.22,NA,NA,NA,NA,1997-05-01,1997,121
2070-93437,U,U,No,8.1,NA,NA,NA,17.12,17.08,NA,NA,NA,NA,1997-05-01,1997,121
2070-93438,U,U,No,8.9,NA,NA,NA,18.26,18.02,NA,NA,NA,NA,1997-05-01,1997,121
2070-93439,U,U,No,8.5,NA,NA,NA,17.94,17.76,NA,NA,NA,NA,1997-05-01,1997,121
2070-93441,F,U,No,10.4,NA,60.06,59.32,19.56,19.61,NA,2.79,10.45,2.82,1997-05-01,1997,121
2070-93442,U,U,No,8.7,NA,NA,NA,17.88,18.2,NA,NA,NA,NA,1997-05-01,1997,121
2070-93443,U,U,No,7.9,NA,NA,NA,16.97,17.02,NA,NA,NA,NA,1997-05-01,1997,121
2070-93444,U,U,No,8,NA,NA,NA,16.87,16.98,NA,NA,NA,NA,1997-05-01,1997,121
2070-93445,U,U,No,8.4,NA,NA,NA,17.77,17.78,NA,NA,NA,NA,1997-05-01,1997,121
2070-93446,U,U,No,8.4,NA,NA,NA,17.46,17.55,NA,NA,NA,NA,1997-05-01,1997,121
2070-93447,U,U,No,8.4,NA,NA,NA,18.15,17.88,NA,NA,NA,NA,1997-05-01,1997,121
2070-93448,U,U,No,8.2,NA,NA,NA,17.72,17.29,NA,NA,NA,NA,1997-05-01,1997,121
2070-93449,U,U,No,8.2,NA,NA,NA,16.93,16.87,NA,NA,NA,NA,1997-05-01,1997,121
2070-93456,M,U,No,10,NA,65.75,64.94,19.18,19.37,NA,2.81,9.86,2.76,1997-05-01,1997,121
2070-93457,U,U,No,7.1,NA,NA,NA,16.87,16.77,NA,NA,NA,NA,1997-05-01,1997,121
2070-93458,U,U,No,7.1,NA,NA,NA,16.39,16.31,NA,NA,NA,NA,1997-05-01,1997,121
2070-93459,U,U,No,7.4,NA,NA,NA,17.01,17.15,NA,NA,NA,NA,1997-05-01,1997,121
2070-93460,U,U,No,6.6,NA,NA,NA,15.45,15.63,NA,NA,NA,NA,1997-05-01,1997,121
2070-93461,U,U,No,8.4,NA,NA,NA,17.45,17.59,NA,NA,NA,NA,1997-05-01,1997,121
2070-93462,U,U,No,8.1,NA,NA,NA,17.55,17.62,NA,NA,NA,NA,1997-05-01,1997,121
2070-93463,U,U,No,7.8,NA,NA,NA,18,18.16,NA,NA,NA,NA,1997-05-01,1997,121
2070-93464,U,U,No,7.8,NA,NA,NA,17.55,17.34,NA,NA,NA,NA,1997-05-01,1997,121
2070-93465,U,U,No,7.8,NA,NA,NA,17.63,17.62,NA,NA,NA,NA,1997-05-01,1997,121
2070-93466,U,U,No,7.2,NA,NA,NA,16.69,16.96,NA,NA,NA,NA,1997-05-01,1997,121
2070-93467,F,U,No,10.7,NA,61.27,60.83,19.17,19.19,NA,2.88,10.34,3.06,1997-05-01,1997,121
2070-93468,F,U,No,9.3,NA,60.49,60.11,20.1,19.35,NA,2.84,10.27,2.6,1997-05-01,1997,121
2070-93472,U,U,No,7.9,NA,NA,NA,17.22,17.11,NA,NA,NA,NA,1997-05-01,1997,121
2070-93473,U,U,No,7.3,NA,NA,NA,16.25,16.45,NA,NA,NA,NA,1997-05-01,1997,121
2070-93474,U,U,No,7.8,NA,NA,NA,17.32,17.39,NA,NA,NA,NA,1997-05-01,1997,121
2070-93475,U,U,No,8,NA,NA,NA,17.56,17.31,NA,NA,NA,NA,1997-05-01,1997,121
2070-93476,U,U,No,7.4,NA,NA,NA,16.98,16.98,NA,NA,NA,NA,1997-05-01,1997,121
2070-93477,U,U,No,7.2,NA,NA,NA,16.62,16.78,NA,NA,NA,NA,1997-05-01,1997,121
2070-93478,U,U,No,7.1,NA,NA,NA,16.4,16.5,NA,NA,NA,NA,1997-05-01,1997,121
2070-93482,U,U,No,7.8,NA,NA,NA,17.81,17.78,NA,NA,NA,NA,1997-05-01,1997,121
2070-93483,U,U,No,7.9,NA,NA,NA,17.84,17.59,NA,NA,NA,NA,1997-05-01,1997,121
2070-93484,U,U,No,7.3,NA,NA,NA,17.21,17.48,NA,NA,NA,NA,1997-05-01,1997,121
2070-93485,U,U,No,7.5,NA,NA,NA,16.51,16.59,NA,NA,NA,NA,1997-05-01,1997,121
2070-93486,U,U,No,8.7,NA,NA,NA,17.25,17.07,NA,NA,NA,NA,1997-05-01,1997,121
2070-93487,U,U,No,7.5,NA,NA,NA,17.43,17.51,NA,NA,NA,NA,1997-05-01,1997,121
2070-93488,U,U,No,8.4,NA,NA,NA,18.09,17.8,NA,NA,NA,NA,1997-05-01,1997,121
2070-93493,F,U,No,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-05-01,1997,121
2070-93494,F,U,No,6.1,NA,NA,NA,15.86,16.18,NA,NA,NA,NA,1997-05-01,1997,121
2070-93495,U,U,No,7.2,NA,NA,NA,17.73,17.74,NA,NA,NA,NA,1997-05-01,1997,121
2070-93496,U,U,No,7.6,NA,NA,NA,18.05,17.93,NA,NA,NA,NA,1997-05-01,1997,121
2070-93497,U,U,No,8.2,NA,NA,NA,17.89,18.04,NA,NA,NA,NA,1997-05-01,1997,121
9716-716.4,U,U,No,4.5,NA,NA,NA,13.64,13.83,NA,NA,NA,NA,1997-05-01,1997,121
9740-0DEAD,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-05-01,1997,121
9740-740.3,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-05-01,1997,121
9740-740.4,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-05-01,1997,121
977.-977.4,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-05-01,1997,121
UB97-5,M,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-01,1997,152
1560-74001,U,U,No,8.9,NA,NA,NA,17.95,18.06,NA,NA,NA,NA,1998-05-01,1998,121
1560-74002,U,U,No,9.2,NA,NA,NA,19.34,18.76,NA,NA,NA,NA,1998-05-01,1998,121
1560-74003,U,U,No,8.3,NA,NA,NA,17.71,17.71,NA,NA,NA,NA,1998-05-01,1998,121
1560-74004,U,U,No,9.4,NA,NA,NA,18.53,18.52,NA,NA,NA,NA,1998-05-01,1998,121
1560-74005,U,U,No,8.6,NA,NA,NA,17.68,18.23,NA,NA,NA,NA,1998-05-01,1998,121
1560-74006,U,U,No,8.8,NA,NA,NA,17.84,17.57,NA,NA,NA,NA,1998-05-01,1998,121
1560-74007,U,U,No,8.1,NA,NA,NA,17.21,17.94,NA,NA,NA,NA,1998-05-01,1998,121
1560-74008,U,U,No,7.3,NA,NA,NA,15.84,16.42,NA,NA,NA,NA,1998-05-01,1998,121
1560-74009,U,U,No,7.4,NA,NA,NA,18.28,18.33,NA,NA,NA,NA,1998-05-01,1998,121
1560-74010,U,U,No,7.2,NA,NA,NA,17.48,17.26,NA,NA,NA,NA,1998-05-01,1998,121
1560-74011,U,U,No,8,NA,NA,NA,17.68,17.43,NA,NA,NA,NA,1998-05-01,1998,121
1560-74030,F,U,No,9.8,49.14,61.68,60.52,19.29,19.6,NA,2.7,11,2.88,1998-06-18,1998,169
1560-74031,U,U,No,7.5,NA,NA,NA,15.79,15.97,NA,NA,NA,NA,1998-05-01,1998,121
1560-74032,U,U,No,7.5,NA,NA,NA,15.46,15.6,NA,NA,NA,NA,1998-05-01,1998,121
1560-74033,U,U,No,8,NA,NA,NA,15.76,15.6,NA,NA,NA,NA,1998-05-01,1998,121
1560-74034,U,U,No,7.6,NA,NA,NA,16.56,16.48,NA,NA,NA,NA,1998-05-01,1998,121
1560-74035,F,U,No,11.3,48.37,58.93,59.3,19.1,19.45,NA,2.98,9.63,2.89,1998-06-19,1998,170
1560-74036,F,U,No,11,50.06,63.29,62.25,18.97,19.41,NA,2.85,10.15,2.96,1998-05-01,1998,121
1560-74037,U,U,No,8.3,NA,NA,NA,16.28,16.34,NA,NA,NA,NA,1998-05-01,1998,121
1560-74038,U,U,No,7.7,NA,NA,NA,15.1,15.7,NA,NA,NA,NA,1998-05-01,1998,121
1560-74039,U,U,No,7,NA,NA,NA,13.77,14.41,NA,NA,NA,NA,1998-05-01,1998,121
1560-74040,M,U,No,10,47.53,63.18,NA,19.27,19.89,NA,2.93,10.54,2.98,1998-05-01,1998,121
1560-74041,M,U,No,9.7,50.11,63.52,62.16,19.14,18.9,NA,3.02,9.87,2.83,1998-05-01,1998,121
1560-74042,F,U,No,9.6,48.17,59.97,NA,19.48,19.51,NA,2.78,9.77,2.85,1998-05-01,1998,121
1560-74043,F,U,No,10.8,46.4,59.33,58.99,19.66,19.53,NA,2.86,10.02,2.64,1998-05-01,1998,121
1560-74044,U,U,No,7.2,NA,NA,NA,17.48,17.22,NA,NA,NA,NA,1998-05-01,1998,121
1560-74045,U,U,No,6.9,NA,NA,NA,16.76,16.71,NA,NA,NA,NA,1998-05-01,1998,121
1560-74046,U,U,No,7.9,NA,NA,NA,18.09,18.06,NA,NA,NA,NA,1998-05-01,1998,121
1560-74051,U,U,No,7,NA,NA,NA,16.9,17.2,NA,NA,NA,NA,1998-05-01,1998,121
1560-74052,U,U,No,7.7,NA,NA,NA,17.99,18.36,NA,NA,NA,NA,1998-05-01,1998,121
1560-74053,U,U,No,6.8,NA,NA,NA,17.26,17.43,NA,NA,NA,NA,1998-05-01,1998,121
1560-74054,U,U,No,6.6,NA,NA,NA,16.41,16.98,NA,NA,NA,NA,1998-05-01,1998,121
1560-74063,U,U,No,8.5,NA,NA,NA,18.12,17.81,NA,NA,NA,NA,1998-05-01,1998,121
1560-74064,U,U,No,6.8,NA,NA,NA,16.75,17.03,NA,NA,NA,NA,1998-05-01,1998,121
1560-74065,U,U,No,6.8,NA,NA,NA,16.88,17.03,NA,NA,NA,NA,1998-05-01,1998,121
1560-74066,U,U,No,7.6,NA,NA,NA,17.11,16.96,NA,NA,NA,NA,1998-05-01,1998,121
1560-74067,F,U,No,11,NA,NA,61.49,NA,19.98,NA,3.13,9.62,2.81,1998-06-25,1998,176
1560-74068,M,U,No,9.6,50.96,65.34,NA,19.12,19.67,NA,2.88,10.07,3.07,1998-05-01,1998,121
1560-74069,F,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-05-01,1998,121
1560-74070,M,U,No,9.8,52.57,63.47,NA,18.87,18.71,NA,2.78,10.15,2.96,1998-05-01,1998,121
1560-74071,M,U,No,9.9,50.92,64.91,64.86,18.78,18.48,NA,NA,NA,NA,1998-05-01,1998,121
1560-74072,F,U,No,11.5,49.53,59.49,NA,18.36,18.47,NA,2.69,10.11,2.85,1998-05-01,1998,121
1560-74076,M,U,No,9.3,50.29,63.01,62.26,18.92,18.56,NA,2.67,8.62,2.78,1998-05-01,1998,121
1560-74080,M,U,No,8.9,47.47,59.94,60,18.31,18.8,NA,3.15,9.21,2.91,1998-05-01,1998,121
1560-74085,M,U,No,10.5,50.77,64.72,63.9,18.75,18.76,NA,3.03,10.43,3.03,1998-05-01,1998,121
1560-74090,U,U,No,8.7,NA,NA,NA,18.69,19.16,NA,NA,NA,NA,1998-05-01,1998,121
1560-74091,U,U,No,8,NA,NA,NA,18.26,18.1,NA,NA,NA,NA,1998-05-01,1998,121
1560-74092,U,U,No,8.2,NA,NA,NA,17.15,17.37,NA,NA,NA,NA,1998-05-01,1998,121
1560-74093,U,U,No,8.6,NA,NA,NA,17.66,17.94,NA,NA,NA,NA,1998-05-01,1998,121
1560-74094,U,U,No,8.2,NA,NA,NA,17.05,17.01,NA,NA,NA,NA,1998-05-01,1998,121
1560-74095,U,U,No,7.8,NA,NA,NA,17.77,17.69,NA,NA,NA,NA,1998-05-01,1998,121
1560-74096,U,U,No,8.5,NA,NA,NA,18.04,18.1,NA,NA,NA,NA,1998-05-01,1998,121
1560-74097,U,U,No,9.2,NA,NA,NA,18.58,18.52,NA,NA,NA,NA,1998-05-01,1998,121
1560-74098,U,U,No,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-05-01,1998,121
1560-74099,F,U,No,10.1,46.85,60.25,60.51,20.23,20.29,NA,2.78,9.66,2.86,1998-07-10,1998,191
1560-74100,F,U,No,9.3,48.12,59.37,NA,18.66,18.52,NA,2.96,9.76,2.75,1998-07-12,1998,193
1920-25983,M,U,No,NA,NA,64.97,62.08,NA,NA,NA,NA,NA,NA,1998-05-10,1998,130
1920-25988,M,U,No,9.9,46.17,62.77,62.93,19.8,20.09,NA,3.17,9.91,2.94,1998-05-10,1998,130
1970-45151,M,U,No,10.7,NA,NA,64.1,NA,19.5,NA,3.1,10,3,1998-05-10,1998,130
1970-45198,M,U,No,9.8,NA,63.14,62.1,18.33,18.57,NA,3.02,10.24,2.95,1998-05-10,1998,130
1970-45328,M,U,No,10.3,52.45,66.01,65.53,19.29,19.69,NA,3.18,9.64,2.99,1998-05-10,1998,130
1970-45428,M,U,No,10.1,50.32,64.71,65.34,19.72,20.02,NA,2.89,9.86,2.82,1998-05-10,1998,130
1970-45432,M,U,No,10,50,NA,65.7,15.9,NA,NA,2.9,9.5,3.1,1998-05-10,1998,130
1970-45439,M,U,No,10.3,54,NA,64.4,19,NA,NA,3.2,9.7,2.9,1998-05-10,1998,130
1970-45454,M,U,No,NA,NA,NA,65.2,NA,18.2,NA,3.7,9.2,3.2,1998-06-12,1998,163
1970-45488,M,U,No,10,53.2,NA,65.3,18.3,NA,NA,3.2,9.8,2.8,1998-05-10,1998,130
1970-45516,M,U,No,9.4,49.03,61.36,61.3,18.58,18.58,NA,3.11,10.18,2.85,1998-05-10,1998,130
1970-45519,M,U,No,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-05-10,1998,130
1970-45522,M,U,No,10,50.26,62.88,62.14,19.21,19.21,NA,2.85,9.61,3.04,1998-05-10,1998,130
1970-45528,M,U,No,9.5,NA,62.46,63.03,18.58,19.04,NA,3.63,10.14,2.96,1998-05-10,1998,130
1970-45542,F,U,No,10.6,47.94,60.51,NA,18.92,19.01,NA,NA,NA,NA,1998-05-10,1998,130
1970-45559,M,U,No,10.3,49.59,65.91,65.3,20.2,19.7,NA,2.88,9.91,2.97,1998-05-10,1998,130
1970-45561,M,U,No,NA,50.05,65.63,65.03,19.94,19.58,NA,3.44,9.81,3.14,1998-05-10,1998,130
1970-45573,U,U,No,9.7,45.4,NA,56.4,17.5,17.93,NA,3.1,9.5,2.9,1998-07-03,1998,184
1970-45579,M,U,No,9.9,47.1,62.11,62.32,19.85,20.06,NA,2.9,10.19,3.12,1998-05-10,1998,130
1970-45595,F,U,No,11.25,NA,61,60.21,19.78,20.53,NA,2.92,9.48,2.99,1998-05-10,1998,130
2070-93001,F,U,No,10.9,NA,NA,62.6,NA,NA,NA,NA,NA,NA,1998-05-10,1998,130
2070-93032,F,U,No,11,46.72,57.1,NA,NA,NA,NA,2.79,9.2,2.52,1998-05-01,1998,121
2070-93055,M,U,No,9,49.83,64.07,64.22,19.11,19.6,NA,2.77,9.42,2.95,1998-05-16,1998,136
2070-93056,M,U,No,9.5,47.69,62.83,62.25,18.07,18.14,NA,2.84,10.23,2.92,1998-05-16,1998,136
2070-93057,M,U,No,9.6,48.5,60.75,59.84,19.2,19.61,NA,2.99,10.08,2.71,1998-05-18,1998,138
2070-93058,M,U,No,9.2,49.42,62.39,62.88,19.31,19.08,NA,2.96,9.94,3.04,1998-05-18,1998,138
2070-93059,M,U,No,9.4,47.39,65.59,64.52,18.57,18.74,NA,2.97,9.97,3.08,1998-05-19,1998,139
2070-93060,M,U,No,10.1,55.35,65.47,65.55,18.2,18.31,NA,2.96,10.42,3.13,1998-05-21,1998,141
2070-93061,M,U,No,10.2,49.4,63.38,64.73,18.1,NA,NA,3.13,9.93,2.97,1998-05-21,1998,141
2070-93062,M,U,No,8.8,45.77,61.79,61.56,18.75,19.13,NA,3.08,9.76,2.82,1998-05-01,1998,121
2070-93063,M,U,No,9.4,45.99,63.23,64.79,18.75,18.32,NA,3.31,8.94,2.77,1998-05-23,1998,143
2070-93064,M,U,No,10.3,50.21,61.67,61.91,18.82,19.28,NA,2.81,10.59,3.03,1998-05-01,1998,121
2070-93065,M,U,No,10.4,49.4,62.91,62.46,19.09,19.23,NA,2.84,9.95,3.01,1998-05-01,1998,121
2070-93066,M,U,No,8.8,48.44,63.11,61.96,18.89,18.82,NA,2.66,9.5,2.63,1998-05-01,1998,121
2070-93067,M,U,No,10,47.98,64.03,62.35,18.48,18.61,NA,3.07,9.76,2.95,1998-05-25,1998,145
2070-93096,F,U,No,10,10.45,58.9,59.93,18.72,19.2,NA,2.98,10.45,2.74,1998-05-10,1998,130
2070-93100,M,U,No,9.2,46.68,59.7,58.56,20.55,19.69,NA,2.77,10.05,2.8,1998-05-14,1998,134
2070-93101,F,U,No,10.1,NA,63,NA,18,NA,NA,3.4,8.5,3.29,1998-06-12,1998,163
2070-93102,F,U,No,9.8,NA,NA,61.52,NA,17.68,NA,3.6,9.5,2.9,1998-06-12,1998,163
2070-93103,M,U,No,9.1,NA,NA,62.8,NA,17.2,NA,4,8.8,3.2,1998-06-17,1998,168
2070-93104,F,U,No,9.6,NA,NA,62,NA,17.9,NA,3.9,9.4,3.2,1998-06-17,1998,168
2070-93109,F,U,No,9.5,NA,64,NA,NA,17.6,NA,3.9,9.5,3.5,1998-06-17,1998,168
2070-93110,M,U,No,NA,NA,NA,63.1,NA,18.6,NA,4.1,9.2,3.3,1998-06-17,1998,168
2070-93111,F,U,No,9.3,NA,NA,61.2,NA,18.4,NA,4.2,9.1,3.5,1998-06-17,1998,168
2070-93122,F,U,No,10,NA,NA,61.9,NA,16.5,NA,3.8,8.5,3.3,1998-06-18,1998,169
2070-93123,M,U,No,8,NA,NA,64.3,NA,18.6,NA,3.7,8.3,2.9,1998-06-19,1998,170
2070-93134,F,U,No,9,NA,NA,59.2,NA,15.4,NA,3.3,8,3.8,1998-06-20,1998,171
2070-93135,F,U,No,9.5,NA,NA,60.2,NA,17.7,NA,3.6,8.5,2.9,1998-06-20,1998,171
2070-93139,F,U,No,10.2,NA,NA,60.1,NA,18.2,NA,3.6,9.4,2.8,1998-06-25,1998,176
2070-93144,M,U,No,9.8,NA,NA,65.3,18.2,NA,NA,3.6,9,3.3,1998-06-20,1998,171
2070-93145,F,U,No,9.5,NA,61.3,NA,17.1,NA,NA,3.3,8.4,3.1,1998-06-20,1998,171
2070-93150,F,U,No,9.7,NA,NA,60.9,NA,17.3,NA,3.7,8.8,3,1998-06-22,1998,173
2070-93151,M,U,No,9.8,NA,NA,64.2,NA,17.7,NA,3.7,9.3,3.3,1998-06-22,1998,173
2070-93152,F,U,No,9.9,NA,NA,60.2,NA,17.9,NA,3.4,8.35,3,1998-06-22,1998,173
2070-93153,M,U,No,10.6,NA,NA,64.7,NA,18.6,NA,3,9.7,3.1,1998-06-22,1998,173
2070-93154,F,U,No,10.7,48.5,NA,61.2,19.4,NA,NA,NA,NA,NA,1998-06-30,1998,181
